,0,1,2,3
"[0.5, 0.5]",,,-9.833978511196674,-9.881480288473274
"[1.5, 0.5]",,-7.3828377155709415,-7.310927672531907,
"[2.5, 0.5]",,-4.947642888077939,-4.857967433149375,
"[0.5, 1.5]",-7.700373227484266,,,-7.711076067615226
"[0.5, 2.5]",-5.870040543796702,,,-5.7961587989635275
"[0.5, 3.5]",-4.30468050315188,,,-4.329356684524384
"[3.5, 0.5]",,-2.5983430999700716,-2.5208053839394133,-2.527138128981923
"[3.5, 1.5]",-1.75465765418151,,,-1.756642328029057
"[3.5, 2.5]",-1.1114777763470272,,,-1.0922136463541035
"[3.5, 3.5]",-0.6654666254339691,,,-0.66382663291082
"[4.5, 0.5]",,-1.3231916485887802,-1.3526099707877526,
"[5.5, 0.5]",,-0.6804780970854387,-0.6862837215937199,
"[0.5, 4.5]",-3.283437253180918,,-3.1974389738613596,
"[1.5, 4.5]",,-2.1409231204193397,-2.124551574623006,
"[2.5, 4.5]",,-1.1593228764656869,-1.1119947999136919,
"[3.5, 4.5]",-0.4478310880537103,-0.4443117490706251,0.7374127302131739,
"[4.5, 4.5]",,-0.15765306053009862,13.1277089474005,
"[5.5, 4.5]",,0.006931458371455021,98.34321094782909,
"[6.5, 0.5]",,-0.25544891445521256,,-0.2497274646354297
"[6.5, 1.5]",-0.12358073872175653,,,-0.1297337247269673
"[6.5, 2.5]",-0.059150136529807995,,,1.8006846213525411
"[6.5, 4.5]",11.18593233712087,1.0064668830414287,,
"[6.5, 3.5]",-0.1078391510650792,,,66.04784962350473
